Year,Typhoon Number,Typhoon Name,Cyclogenesis Start,Cyclogenesis End,Typhoon Start,Typhoon End,Cyclolysis Start,Cyclolysis End
1985,198511,NELSON,1985-08-16 00:00:00,1985-08-17 18:00:00,1985-08-18 00:00:00,1985-08-24 06:00:00,1985-08-24 12:00:00,1985-08-25 18:00:00
1985,198512,ODESSA,1985-08-22 06:00:00,1985-08-24 00:00:00,1985-08-24 06:00:00,1985-09-01 06:00:00,1985-09-01 12:00:00,1985-09-02 00:00:00
1985,198513,PAT,1985-08-24 06:00:00,1985-08-26 06:00:00,1985-08-26 12:00:00,1985-09-01 12:00:00,1985-09-01 18:00:00,1985-09-02 12:00:00
1985,198514,RUBY,1985-08-26 00:00:00,1985-08-28 00:00:00,1985-08-28 06:00:00,1985-09-01 00:00:00,1985-09-01 06:00:00,1985-09-04 00:00:00
1985,198515,SKIP,1985-08-30 18:00:00,1985-08-31 12:00:00,1985-08-31 18:00:00,1985-09-08 06:00:00,,
1985,198516,TESS,1985-09-01 00:00:00,1985-09-01 12:00:00,1985-09-01 18:00:00,1985-09-06 18:00:00,1985-09-07 00:00:00,1985-09-09 00:00:00
1985,198517,VAL,1985-09-13 00:00:00,1985-09-15 06:00:00,1985-09-15 12:00:00,1985-09-17 18:00:00,1985-09-18 00:00:00,1985-09-18 06:00:00
1985,198518,WINONA,1985-09-18 18:00:00,1985-09-20 12:00:00,1985-09-20 18:00:00,1985-09-22 06:00:00,1985-09-22 12:00:00,1985-09-24 00:00:00
1985,198519,ANDY,1985-09-24 06:00:00,1985-09-28 00:00:00,1985-09-28 06:00:00,1985-10-02 00:00:00,1985-10-02 06:00:00,1985-10-02 06:00:00
1985,198520,BRENDA,1985-09-30 00:00:00,1985-09-30 12:00:00,1985-09-30 18:00:00,1985-10-05 12:00:00,1985-10-05 18:00:00,1985-10-08 18:00:00
1985,198521,CECIL,1985-10-11 06:00:00,1985-10-12 12:00:00,1985-10-12 18:00:00,1985-10-16 12:00:00,1985-10-16 18:00:00,1985-10-17 12:00:00
1985,198522,DOT,1985-10-11 12:00:00,1985-10-13 18:00:00,1985-10-14 00:00:00,1985-10-22 00:00:00,1985-10-22 06:00:00,1985-10-22 12:00:00
1985,198523,ELLIS,1985-10-15 12:00:00,1985-10-16 06:00:00,1985-10-16 12:00:00,1985-10-19 18:00:00,1985-10-20 00:00:00,1985-10-23 00:00:00
1985,198524,FAYE,1985-10-22 06:00:00,1985-10-25 00:00:00,1985-10-25 06:00:00,1985-10-31 12:00:00,1985-10-31 18:00:00,1985-11-01 18:00:00
1985,198525,GORDON,1985-11-20 06:00:00,1985-11-21 00:00:00,1985-11-21 06:00:00,1985-11-25 12:00:00,1985-11-25 18:00:00,1985-11-26 00:00:00
1985,198526,HOPE,1985-12-17 00:00:00,1985-12-18 00:00:00,1985-12-18 06:00:00,1985-12-24 00:00:00,1985-12-24 06:00:00,1985-12-25 18:00:00
1985,198527,IRVING,1985-12-17 00:00:00,1985-12-18 06:00:00,1985-12-18 12:00:00,1985-12-21 00:00:00,1985-12-21 06:00:00,1985-12-22 12:00:00
1986,198601,JUDY,1986-01-29 00:00:00,1986-02-01 12:00:00,1986-02-01 18:00:00,1986-02-05 12:00:00,1986-02-05 18:00:00,1986-02-06 00:00:00
1986,198602,KEN,1986-04-24 06:00:00,1986-04-26 18:00:00,1986-04-27 00:00:00,1986-05-01 06:00:00,1986-05-01 12:00:00,1986-05-03 06:00:00
1986,198603,LOLA,1986-05-16 00:00:00,1986-05-16 18:00:00,1986-05-17 00:00:00,1986-05-24 00:00:00,1986-05-24 06:00:00,1986-05-25 06:00:00
1986,198604,MAC,1986-05-17 00:00:00,1986-05-23 12:00:00,1986-05-23 18:00:00,1986-05-28 12:00:00,1986-05-28 18:00:00,1986-05-30 06:00:00
1986,198605,NANCY,1986-06-20 18:00:00,1986-06-22 00:00:00,1986-06-22 06:00:00,1986-06-25 00:00:00,1986-06-25 06:00:00,1986-06-25 12:00:00
1986,198606,OWEN,1986-06-26 06:00:00,1986-06-29 00:00:00,1986-06-29 06:00:00,1986-07-02 06:00:00,1986-07-02 12:00:00,1986-07-06 18:00:00
1986,198607,PEGGY,1986-06-30 00:00:00,1986-07-03 12:00:00,1986-07-03 18:00:00,1986-07-12 12:00:00,1986-07-12 18:00:00,1986-07-12 18:00:00
1986,198608,ROGER,1986-07-11 12:00:00,1986-07-12 18:00:00,1986-07-13 00:00:00,1986-07-18 18:00:00,,
1986,198609,NO-NAME,1986-07-20 00:00:00,1986-07-20 12:00:00,1986-07-20 18:00:00,1986-07-21 18:00:00,1986-07-22 00:00:00,1986-07-24 12:00:00
1986,198610,SARAH,1986-07-29 12:00:00,1986-07-31 18:00:00,1986-08-01 00:00:00,1986-08-04 12:00:00,1986-08-04 18:00:00,1986-08-09 00:00:00
1986,198611,GEORGETTE,1986-08-08 06:00:00,1986-08-09 06:00:00,1986-08-09 12:00:00,1986-08-15 06:00:00,1986-08-15 12:00:00,1986-08-15 12:00:00
1986,198612,TIP,1986-08-10 06:00:00,1986-08-13 06:00:00,1986-08-13 12:00:00,1986-08-23 00:00:00,1986-08-23 06:00:00,1986-08-28 00:00:00
1986,198613,VERA,1986-08-13 00:00:00,1986-08-15 18:00:00,1986-08-16 00:00:00,1986-08-28 18:00:00,1986-08-29 00:00:00,1986-09-02 00:00:00
1986,198614,WAYNE,1986-08-16 06:00:00,1986-08-18 06:00:00,1986-08-18 12:00:00,1986-09-06 12:00:00,1986-09-06 18:00:00,1986-09-07 00:00:00
1986,198615,NO-NAME,1986-08-28 06:00:00,1986-09-02 06:00:00,1986-09-02 12:00:00,1986-09-03 00:00:00,1986-09-03 06:00:00,1986-09-07 18:00:00
1986,198616,ABBY,1986-09-12 00:00:00,1986-09-14 00:00:00,1986-09-14 06:00:00,1986-09-20 12:00:00,1986-09-20 18:00:00,1986-09-24 00:00:00
1986,198617,BEN,1986-09-18 00:00:00,1986-09-19 06:00:00,1986-09-19 12:00:00,1986-09-30 12:00:00,1986-09-30 18:00:00,1986-10-02 06:00:00
1986,198618,CARMEN,1986-10-01 12:00:00,1986-10-02 06:00:00,1986-10-02 12:00:00,1986-10-08 12:00:00,1986-10-08 18:00:00,1986-10-11 06:00:00
1986,198619,DOM,1986-10-05 12:00:00,1986-10-09 00:00:00,1986-10-09 06:00:00,1986-10-11 18:00:00,1986-10-12 00:00:00,1986-10-12 00:00:00
1986,198620,ELLEN,1986-10-09 12:00:00,1986-10-10 18:00:00,1986-10-11 00:00:00,1986-10-19 06:00:00,1986-10-19 12:00:00,1986-10-20 06:00:00
1986,198621,FORREST,1986-10-13 06:00:00,1986-10-15 06:00:00,1986-10-15 12:00:00,1986-10-20 06:00:00,1986-10-20 12:00:00,1986-10-23 06:00:00
1986,198622,GEORGIA,1986-10-17 06:00:00,1986-10-18 06:00:00,1986-10-18 12:00:00,1986-10-22 12:00:00,1986-10-22 18:00:00,1986-10-23 06:00:00
1986,198623,HERBERT,1986-11-06 00:00:00,1986-11-08 06:00:00,1986-11-08 12:00:00,1986-11-12 00:00:00,1986-11-12 06:00:00,1986-11-12 06:00:00
1986,198624,IDA,1986-11-10 06:00:00,1986-11-10 18:00:00,1986-11-11 00:00:00,1986-11-16 18:00:00,1986-11-17 00:00:00,1986-11-18 06:00:00
1986,198625,JOE,1986-11-17 18:00:00,1986-11-18 18:00:00,1986-11-19 00:00:00,1986-11-24 06:00:00,1986-11-24 12:00:00,1986-11-25 12:00:00
1986,198626,KIM,1986-11-27 00:00:00,1986-11-28 06:00:00,1986-11-28 12:00:00,1986-12-11 06:00:00,1986-12-11 12:00:00,1986-12-13 06:00:00
1986,198627,LEX,1986-12-02 18:00:00,1986-12-04 00:00:00,1986-12-04 06:00:00,1986-12-05 06:00:00,1986-12-05 12:00:00,1986-12-08 18:00:00
1986,198628,MARGE,1986-12-12 06:00:00,1986-12-15 12:00:00,1986-12-15 18:00:00,1986-12-23 18:00:00,1986-12-24 00:00:00,1986-12-25 18:00:00
1986,198629,NORRIS,1986-12-21 06:00:00,1986-12-23 00:00:00,1986-12-23 06:00:00,1987-01-02 00:00:00,1987-01-02 06:00:00,1987-01-03 00:00:00
1987,198701,ORCHID,1987-01-07 18:00:00,1987-01-09 06:00:00,1987-01-09 12:00:00,1987-01-14 00:00:00,1987-01-14 06:00:00,1987-01-14 06:00:00
1987,198702,PERCY,1987-04-09 18:00:00,1987-04-11 06:00:00,1987-04-11 12:00:00,1987-04-12 00:00:00,1987-04-12 06:00:00,1987-04-16 12:00:00
1987,198703,RUTH,1987-06-17 00:00:00,1987-06-18 06:00:00,1987-06-18 12:00:00,1987-06-19 06:00:00,1987-06-19 12:00:00,1987-06-20 06:00:00
1987,198704,SPERRY,1987-06-26 00:00:00,1987-06-27 06:00:00,1987-06-27 12:00:00,1987-07-02 00:00:00,1987-07-02 06:00:00,1987-07-05 00:00:00
1987,198705,THELMA,1987-07-07 00:00:00,1987-07-09 06:00:00,1987-07-09 12:00:00,1987-07-16 06:00:00,1987-07-16 12:00:00,1987-07-18 00:00:00
1987,198706,VERNON,1987-07-16 06:00:00,1987-07-18 12:00:00,1987-07-18 18:00:00,1987-07-22 00:00:00,1987-07-22 06:00:00,1987-07-22 06:00:00
1987,198707,WYNNE,1987-07-21 00:00:00,1987-07-22 06:00:00,1987-07-22 12:00:00,1987-08-01 18:00:00,1987-08-02 00:00:00,1987-08-04 00:00:00
1987,198708,ALEX,1987-07-21 12:00:00,1987-07-23 12:00:00,1987-07-23 18:00:00,1987-07-29 00:00:00,1987-07-29 06:00:00,1987-08-02 00:00:00
1987,198709,BETTY,1987-08-08 00:00:00,1987-08-09 00:00:00,1987-08-09 06:00:00,1987-08-17 00:00:00,1987-08-17 06:00:00,1987-08-17 12:00:00
1987,198710,NO-NAME,1987-08-10 00:00:00,1987-08-10 18:00:00,1987-08-11 00:00:00,1987-08-11 06:00:00,1987-08-11 12:00:00,1987-08-16 12:00:00
1987,198711,CARY,1987-08-12 06:00:00,1987-08-14 12:00:00,1987-08-14 18:00:00,1987-08-23 06:00:00,1987-08-23 12:00:00,1987-08-23 18:00:00
1987,198712,DINAH,1987-08-20 18:00:00,1987-08-22 00:00:00,1987-08-22 06:00:00,1987-08-31 12:00:00,1987-08-31 18:00:00,1987-09-03 18:00:00
1987,198713,FREDA,1987-09-04 00:00:00,1987-09-05 06:00:00,1987-09-05 12:00:00,1987-09-19 00:00:00,1987-09-19 06:00:00,1987-09-20 00:00:00
1987,198714,GERALD,1987-09-03 00:00:00,1987-09-05 06:00:00,1987-09-05 12:00:00,1987-09-10 18:00:00,,
1987,198715,HOLLY,1987-09-05 00:00:00,1987-09-05 18:00:00,1987-09-06 00:00:00,1987-09-17 18:00:00,1987-09-18 00:00:00,1987-09-18 06:00:00
1987,198716,IAN,1987-09-23 00:00:00,1987-09-23 18:00:00,1987-09-24 00:00:00,1987-10-04 12:00:00,1987-10-04 18:00:00,1987-10-06 12:00:00
1987,198717,PEKE,1987-09-28 06:00:00,1987-09-28 12:00:00,1987-09-28 18:00:00,1987-10-04 18:00:00,1987-10-05 00:00:00,1987-10-07 12:00:00
1987,198718,JUNE,1987-09-28 00:00:00,1987-09-29 06:00:00,1987-09-29 12:00:00,1987-10-02 00:00:00,1987-10-02 06:00:00,1987-10-02 18:00:00
1987,198719,KELLY,1987-10-09 00:00:00,1987-10-10 18:00:00,1987-10-11 00:00:00,1987-10-17 12:00:00,1987-10-17 18:00:00,1987-10-19 06:00:00
1987,198720,LYNN,1987-10-15 18:00:00,1987-10-16 06:00:00,1987-10-16 12:00:00,1987-10-27 00:00:00,1987-10-27 06:00:00,1987-10-28 06:00:00
1987,198721,MAURY,1987-11-13 00:00:00,1987-11-16 18:00:00,1987-11-17 00:00:00,1987-11-19 00:00:00,1987-11-19 06:00:00,1987-11-19 06:00:00
1987,198722,NINA,1987-11-19 06:00:00,1987-11-19 18:00:00,1987-11-20 00:00:00,1987-11-29 18:00:00,1987-11-30 00:00:00,1987-11-30 00:00:00
1987,198723,PHYLLIS,1987-12-11 00:00:00,1987-12-12 06:00:00,1987-12-12 12:00:00,1987-12-20 00:00:00,1987-12-20 06:00:00,1987-12-20 12:00:00
1988,198801,ROY,1988-01-07 00:00:00,1988-01-08 00:00:00,1988-01-08 06:00:00,1988-01-18 06:00:00,1988-01-18 12:00:00,1988-01-19 00:00:00
1988,198802,SUSAN,1988-05-28 18:00:00,1988-05-30 06:00:00,1988-05-30 12:00:00,1988-06-03 06:00:00,,
1988,198803,NO-NAME,1988-06-03 18:00:00,1988-06-05 00:00:00,1988-06-05 06:00:00,1988-06-05 18:00:00,1988-06-06 00:00:00,1988-06-06 06:00:00
1988,198804,THAD,1988-06-17 18:00:00,1988-06-20 06:00:00,1988-06-20 12:00:00,1988-06-25 00:00:00,1988-06-25 06:00:00,1988-06-25 12:00:00
1988,198805,VANESSA,1988-06-26 06:00:00,1988-06-27 00:00:00,1988-06-27 06:00:00,1988-06-29 12:00:00,,
1988,198806,WARREN,1988-07-12 06:00:00,1988-07-14 00:00:00,1988-07-14 06:00:00,1988-07-20 00:00:00,,
1988,198807,AGNES,1988-07-27 12:00:00,1988-07-29 06:00:00,1988-07-29 12:00:00,1988-08-01 06:00:00,1988-08-01 12:00:00,1988-08-04 06:00:00
1988,198808,NO-NAME,1988-08-01 00:00:00,1988-08-02 00:00:00,1988-08-02 06:00:00,1988-08-03 00:00:00,,
1988,198809,BILL,1988-08-04 18:00:00,1988-08-06 00:00:00,1988-08-06 06:00:00,1988-08-08 18:00:00,1988-08-09 00:00:00,1988-08-09 12:00:00
1988,198810,CLARA,1988-08-05 18:00:00,1988-08-10 12:00:00,1988-08-10 18:00:00,1988-08-14 12:00:00,1988-08-14 18:00:00,1988-08-16 18:00:00
1988,198811,NO-NAME,1988-08-13 06:00:00,1988-08-14 18:00:00,1988-08-15 00:00:00,1988-08-15 12:00:00,1988-08-15 18:00:00,1988-08-18 06:00:00
1988,198812,DOYLE,1988-08-13 00:00:00,1988-08-14 18:00:00,1988-08-15 00:00:00,1988-08-23 06:00:00,1988-08-23 12:00:00,1988-08-25 12:00:00
1988,198813,NO-NAME,1988-08-13 18:00:00,1988-08-15 18:00:00,1988-08-16 00:00:00,1988-08-16 06:00:00,,
1988,198814,ELSIE,1988-08-26 00:00:00,1988-08-29 06:00:00,1988-08-29 12:00:00,1988-09-01 18:00:00,1988-09-02 00:00:00,1988-09-02 00:00:00
1988,198815,FABIAN,1988-08-26 06:00:00,1988-08-29 06:00:00,1988-08-29 12:00:00,1988-09-03 18:00:00,1988-09-04 00:00:00,1988-09-04 00:00:00
1988,198816,GAY,1988-09-02 00:00:00,1988-09-03 00:00:00,1988-09-03 06:00:00,1988-09-04 18:00:00,1988-09-05 00:00:00,1988-09-08 06:00:00
1988,198817,ULEKI,1988-09-08 06:00:00,1988-09-08 12:00:00,1988-09-08 18:00:00,1988-09-13 18:00:00,1988-09-14 00:00:00,1988-09-17 00:00:00
1988,198818,HAL,1988-09-08 00:00:00,1988-09-09 00:00:00,1988-09-09 06:00:00,1988-09-17 06:00:00,1988-09-17 12:00:00,1988-09-18 06:00:00
1988,198819,IRMA,1988-09-11 00:00:00,1988-09-12 00:00:00,1988-09-12 06:00:00,1988-09-16 12:00:00,1988-09-16 18:00:00,1988-09-17 00:00:00
1988,198820,JEFF,1988-09-11 06:00:00,1988-09-13 18:00:00,1988-09-14 00:00:00,1988-09-16 00:00:00,1988-09-16 06:00:00,1988-09-17 00:00:00
1988,198821,KIT,1988-09-19 00:00:00,1988-09-20 06:00:00,1988-09-20 12:00:00,1988-09-22 06:00:00,,
1988,198822,LEE,1988-09-19 06:00:00,1988-09-21 00:00:00,1988-09-21 06:00:00,1988-09-25 00:00:00,,
1988,198823,MAMIE,1988-09-19 00:00:00,1988-09-21 18:00:00,1988-09-22 00:00:00,1988-09-23 18:00:00,1988-09-24 00:00:00,1988-09-24 06:00:00
1988,198824,NELSON,1988-09-30 18:00:00,1988-10-01 18:00:00,1988-10-02 00:00:00,1988-10-09 06:00:00,1988-10-09 12:00:00,1988-10-12 18:00:00
1988,198825,NO-NAME,1988-10-07 12:00:00,1988-10-08 06:00:00,1988-10-08 12:00:00,1988-10-10 06:00:00,,
1988,198826,ODESSA,1988-10-08 12:00:00,1988-10-11 00:00:00,1988-10-11 06:00:00,1988-10-17 06:00:00,1988-10-17 12:00:00,1988-10-19 00:00:00
1988,198827,PAT,1988-10-17 18:00:00,1988-10-19 00:00:00,1988-10-19 06:00:00,1988-10-23 00:00:00,1988-10-23 06:00:00,1988-10-23 12:00:00
1988,198828,RUBY,1988-10-20 18:00:00,1988-10-21 12:00:00,1988-10-21 18:00:00,1988-10-28 18:00:00,1988-10-29 00:00:00,1988-10-29 12:00:00
1988,198829,SKIP,1988-11-03 00:00:00,1988-11-03 18:00:00,1988-11-04 00:00:00,1988-11-12 06:00:00,1988-11-12 12:00:00,1988-11-12 18:00:00
1988,198830,TESS,1988-11-01 12:00:00,1988-11-04 00:00:00,1988-11-04 06:00:00,1988-11-07 00:00:00,1988-11-07 06:00:00,1988-11-07 06:00:00
1988,198831,VAL,1988-12-22 06:00:00,1988-12-24 00:00:00,1988-12-24 06:00:00,1988-12-25 06:00:00,1988-12-25 12:00:00,1988-12-27 12:00:00
1989,198901,WINONA,1989-01-15 06:00:00,1989-01-18 00:00:00,1989-01-18 06:00:00,1989-01-19 18:00:00,1989-01-20 00:00:00,1989-01-21 00:00:00
1989,198902,ANDY,1989-04-17 00:00:00,1989-04-18 00:00:00,1989-04-18 06:00:00,1989-04-25 06:00:00,1989-04-25 12:00:00,1989-04-25 18:00:00
1989,198903,BRENDA,1989-05-15 00:00:00,1989-05-16 00:00:00,1989-05-16 06:00:00,1989-05-21 06:00:00,1989-05-21 12:00:00,1989-05-21 12:00:00
1989,198904,CECIL,1989-05-22 00:00:00,1989-05-22 18:00:00,1989-05-23 00:00:00,1989-05-26 00:00:00,1989-05-26 06:00:00,1989-05-26 12:00:00
1989,198905,DOT,1989-06-04 00:00:00,1989-06-05 12:00:00,1989-06-05 18:00:00,1989-06-12 00:00:00,1989-06-12 06:00:00,1989-06-12 12:00:00
1989,198906,ELLIS,1989-06-20 00:00:00,1989-06-22 18:00:00,1989-06-23 00:00:00,1989-06-24 03:00:00,1989-06-24 06:00:00,1989-06-25 18:00:00
1989,198907,FAYE,1989-07-06 06:00:00,1989-07-07 00:00:00,1989-07-07 06:00:00,1989-07-11 00:00:00,1989-07-11 06:00:00,1989-07-11 12:00:00
1989,198908,GORDON,1989-07-11 00:00:00,1989-07-12 00:00:00,1989-07-12 06:00:00,1989-07-19 00:00:00,1989-07-19 06:00:00,1989-07-19 06:00:00
1989,198909,HOPE,1989-07-15 12:00:00,1989-07-16 12:00:00,1989-07-16 18:00:00,1989-07-21 06:00:00,1989-07-21 12:00:00,1989-07-22 00:00:00
1989,198910,IRVING,1989-07-19 12:00:00,1989-07-21 00:00:00,1989-07-21 06:00:00,1989-07-24 12:00:00,,
1989,198911,JUDY,1989-07-21 00:00:00,1989-07-23 00:00:00,1989-07-23 06:00:00,1989-07-29 00:00:00,1989-07-29 06:00:00,1989-07-29 06:00:00
1989,198912,KEN/LOLA,1989-07-28 00:00:00,1989-07-29 06:00:00,1989-07-29 12:00:00,1989-08-04 18:00:00,1989-08-05 00:00:00,1989-08-07 06:00:00
1989,198913,MAC,1989-07-30 06:00:00,1989-07-31 06:00:00,1989-07-31 12:00:00,1989-08-07 18:00:00,1989-08-08 00:00:00,1989-08-11 00:00:00
1989,198914,NANCY,1989-08-11 00:00:00,1989-08-12 00:00:00,1989-08-12 06:00:00,1989-08-16 21:00:00,1989-08-17 00:00:00,1989-08-18 18:00:00
1989,198915,OWEN,1989-08-09 06:00:00,1989-08-12 18:00:00,1989-08-13 00:00:00,1989-08-19 06:00:00,1989-08-19 12:00:00,1989-08-21 12:00:00
1989,198916,PEGGY,1989-08-15 00:00:00,1989-08-16 18:00:00,1989-08-17 00:00:00,1989-08-18 12:00:00,1989-08-18 18:00:00,1989-08-19 00:00:00
1989,198917,ROGER,1989-08-23 18:00:00,1989-08-25 06:00:00,1989-08-25 12:00:00,1989-08-28 12:00:00,1989-08-28 18:00:00,1989-09-01 18:00:00
1989,198918,NO-NAME,1989-08-24 06:00:00,1989-08-26 18:00:00,1989-08-27 00:00:00,1989-08-27 18:00:00,1989-08-28 00:00:00,1989-08-28 06:00:00
1989,198919,SARAH,1989-09-05 00:00:00,1989-09-05 18:00:00,1989-09-06 00:00:00,1989-09-13 18:00:00,1989-09-14 00:00:00,1989-09-14 00:00:00
1989,198920,TIP,1989-09-07 00:00:00,1989-09-09 00:00:00,1989-09-09 06:00:00,1989-09-14 12:00:00,1989-09-14 18:00:00,1989-09-15 18:00:00
1989,198921,VERA,1989-09-11 06:00:00,1989-09-12 18:00:00,1989-09-13 00:00:00,1989-09-15 18:00:00,1989-09-16 00:00:00,1989-09-19 18:00:00
1989,198922,WAYNE,1989-09-16 06:00:00,1989-09-17 09:00:00,1989-09-17 12:00:00,1989-09-20 06:00:00,,
1989,198923,ANGELA,1989-09-28 06:00:00,1989-09-29 06:00:00,1989-09-29 12:00:00,1989-10-11 00:00:00,,
1989,198924,BRIAN,1989-09-28 18:00:00,1989-09-30 12:00:00,1989-09-30 18:00:00,1989-10-03 18:00:00,1989-10-04 00:00:00,1989-10-04 00:00:00
1989,198925,COLLEEN,1989-10-01 00:00:00,1989-10-02 00:00:00,1989-10-02 06:00:00,1989-10-08 18:00:00,1989-10-09 00:00:00,1989-10-09 18:00:00
1989,198926,DAN,1989-10-08 00:00:00,1989-10-09 00:00:00,1989-10-09 06:00:00,1989-10-14 00:00:00,1989-10-14 06:00:00,1989-10-14 06:00:00
1989,198927,ELSIE,1989-10-13 06:00:00,1989-10-14 06:00:00,1989-10-14 12:00:00,1989-10-22 06:00:00,1989-10-22 12:00:00,1989-10-22 12:00:00
1989,198928,FORREST,1989-10-21 00:00:00,1989-10-22 06:00:00,1989-10-22 12:00:00,1989-10-29 06:00:00,1989-10-29 12:00:00,1989-11-01 00:00:00
1989,198929,GAY,1989-10-31 12:00:00,1989-11-02 03:00:00,1989-11-02 06:00:00,1989-11-04 00:00:00,1989-11-04 06:00:00,1989-11-04 12:00:00
1989,198930,HUNT,1989-11-15 18:00:00,1989-11-16 18:00:00,1989-11-17 00:00:00,1989-11-23 00:00:00,1989-11-23 06:00:00,1989-11-24 00:00:00
1989,198931,IRMA,1989-11-20 18:00:00,1989-11-26 18:00:00,1989-11-27 00:00:00,1989-12-04 12:00:00,1989-12-04 18:00:00,1989-12-04 18:00:00
1989,198932,JACK,1989-12-21 18:00:00,1989-12-23 00:00:00,1989-12-23 06:00:00,1989-12-28 00:00:00,1989-12-28 06:00:00,1989-12-28 06:00:00
1990,199001,KORYN,1990-01-12 00:00:00,1990-01-13 06:00:00,1990-01-13 12:00:00,1990-01-17 00:00:00,1990-01-17 06:00:00,1990-01-17 18:00:00
1990,199002,LEWIS,1990-04-28 06:00:00,1990-04-29 18:00:00,1990-04-30 00:00:00,1990-05-03 18:00:00,1990-05-04 00:00:00,1990-05-04 06:00:00
1990,199003,MARIAN,1990-05-14 06:00:00,1990-05-15 12:00:00,1990-05-15 18:00:00,1990-05-19 12:00:00,1990-05-19 18:00:00,1990-05-20 18:00:00
1990,199004,NATHAN,1990-06-13 18:00:00,1990-06-15 18:00:00,1990-06-16 00:00:00,1990-06-18 18:00:00,1990-06-19 00:00:00,1990-06-19 06:00:00
1990,199005,OFELIA,1990-06-16 06:00:00,1990-06-17 18:00:00,1990-06-18 00:00:00,1990-06-24 06:00:00,1990-06-24 12:00:00,1990-06-26 00:00:00
1990,199006,PERCY,1990-06-20 06:00:00,1990-06-21 06:00:00,1990-06-21 12:00:00,1990-06-30 00:00:00,,
1990,199007,ROBYN,1990-07-04 18:00:00,1990-07-08 03:00:00,1990-07-08 06:00:00,1990-07-12 00:00:00,1990-07-12 06:00:00,1990-07-14 06:00:00
1990,199008,STEVE,1990-07-23 18:00:00,1990-07-26 00:00:00,1990-07-26 06:00:00,1990-08-02 12:00:00,1990-08-02 18:00:00,1990-08-05 12:00:00
1990,199009,TASHA,1990-07-26 12:00:00,1990-07-28 00:00:00,1990-07-28 06:00:00,1990-07-31 18:00:00,1990-08-01 00:00:00,1990-08-01 00:00:00
1990,199010,VERNON,1990-07-28 00:00:00,1990-07-29 06:00:00,1990-07-29 12:00:00,1990-08-09 18:00:00,1990-08-10 00:00:00,1990-08-10 18:00:00
1990,199011,WINONA,1990-08-04 18:00:00,1990-08-06 18:00:00,1990-08-07 00:00:00,1990-08-11 12:00:00,1990-08-11 18:00:00,1990-08-14 06:00:00
1990,199012,YANCY,1990-08-11 00:00:00,1990-08-14 00:00:00,1990-08-14 06:00:00,1990-08-22 12:00:00,1990-08-22 18:00:00,1990-08-23 06:00:00
1990,199013,AKA,1990-08-13 06:00:00,1990-08-13 12:00:00,1990-08-13 18:00:00,1990-08-14 18:00:00,1990-08-15 00:00:00,1990-08-15 00:00:00
1990,199014,ZOLA,1990-08-16 06:00:00,1990-08-17 06:00:00,1990-08-17 12:00:00,1990-08-23 00:00:00,1990-08-23 03:00:00,1990-08-23 06:00:00
1990,199015,ABE,1990-08-24 06:00:00,1990-08-25 00:00:00,1990-08-25 06:00:00,1990-09-01 12:00:00,1990-09-01 18:00:00,1990-09-03 18:00:00
1990,199016,BECKY,1990-08-24 00:00:00,1990-08-25 03:00:00,1990-08-25 06:00:00,1990-08-30 00:00:00,1990-08-30 06:00:00,1990-08-30 06:00:00
1990,199017,DOT,1990-09-03 00:00:00,1990-09-04 00:00:00,1990-09-04 06:00:00,1990-09-08 18:00:00,1990-09-09 00:00:00,1990-09-10 06:00:00
1990,199018,ED,1990-09-09 18:00:00,1990-09-12 00:00:00,1990-09-12 06:00:00,1990-09-20 00:00:00,1990-09-20 06:00:00,1990-09-20 06:00:00
1990,199019,FLO,1990-09-12 00:00:00,1990-09-13 00:00:00,1990-09-13 06:00:00,1990-09-20 06:00:00,1990-09-20 12:00:00,1990-09-22 06:00:00
1990,199020,GENE,1990-09-22 00:00:00,1990-09-24 00:00:00,1990-09-24 06:00:00,1990-09-30 12:00:00,1990-09-30 18:00:00,1990-10-01 18:00:00
1990,199021,HATTIE,1990-09-30 06:00:00,1990-10-01 12:00:00,1990-10-01 18:00:00,1990-10-08 09:00:00,1990-10-08 12:00:00,1990-10-09 00:00:00
1990,199022,IRA,1990-10-01 18:00:00,1990-10-02 12:00:00,1990-10-02 18:00:00,1990-10-03 12:00:00,1990-10-03 18:00:00,1990-10-03 18:00:00
1990,199023,KYLE,1990-10-15 06:00:00,1990-10-16 12:00:00,1990-10-16 18:00:00,1990-10-22 18:00:00,1990-10-23 00:00:00,1990-10-25 12:00:00
1990,199024,LOLA,1990-10-16 06:00:00,1990-10-17 00:00:00,1990-10-17 06:00:00,1990-10-18 06:00:00,1990-10-18 12:00:00,1990-10-19 18:00:00
1990,199025,MIKE,1990-11-06 12:00:00,1990-11-07 18:00:00,1990-11-08 00:00:00,1990-11-17 18:00:00,1990-11-18 00:00:00,1990-11-18 12:00:00
1990,199026,NELL,1990-11-09 18:00:00,1990-11-10 18:00:00,1990-11-11 00:00:00,1990-11-12 06:00:00,1990-11-12 12:00:00,1990-11-12 12:00:00
1990,199027,OWEN,1990-11-20 06:00:00,1990-11-21 00:00:00,1990-11-21 06:00:00,1990-12-01 06:00:00,1990-12-01 12:00:00,1990-12-04 00:00:00
1990,199028,PAGE,1990-11-21 00:00:00,1990-11-22 06:00:00,1990-11-22 12:00:00,1990-11-30 09:00:00,1990-11-30 12:00:00,1990-12-03 12:00:00
